18.687403876152487,X1 x X0
7.114868258260212,X1
7.0559121860269585,X0
6.734875649517671,X2 x X1
1.7937463065092278,X2
1.558165758240608,X8 x X1
1.547715192481591,X7 x X1
1.3319132961915299,X7 x X0
1.256810659463946,X3 x X1
1.1123069505618917,X5 x X1
1.0684731560534257,X8 x X0
1.014985250481032,X6 x X1
0.8612318307722658,X2 x X0
0.8076338977616374,X3 x X0
0.7389649111510364,X5 x X0
0.6507859867020316,X6 x X0
0.6016839556314908,X5 x X2
0.4293093998782977,X7
0.3834127558171689,X3 x X2
0.3588572655471526,X3
0.29594942758480364,X6 x X2
0.2924129362858701,X7 x X2
0.2898487280688974,X5
0.28847687934273725,X4 x X1
0.2591536432999361,X8 x X2
0.2349396228942945,X8
0.1911406487143751,X6
0.16164758620498862,X7 x X5
0.11195264904018591,X4 x X0
0.0855176944237268,X8 x X5
0.07383229355678411,X7 x X6
0.06892440246433626,X7 x X3
0.0610763944155094,X8 x X7
0.0545442086130452,X5 x X4
0.050642929966545784,X5 x X3
0.04366775676316247,X4
0.041637638570368694,X6 x X5
0.035317071772671904,X6 x X3
0.034171614396545355,X4 x X2
0.03172113466061929,X8 x X6
0.028526422267396444,X8 x X3
0.013812775519762862,X6 x X4
0.012315135771663738,X8 x X4
0.009593642099231777,X4 x X3
0.008064585495850603,X7 x X4
