93.20921119801417,X1
1.7620667460300643,X4 x X1
1.3993818924675567,X4
1.3008022712146359,X2 x X1
0.9912908296750127,X2
0.40489904104309876,X1 x X0
0.09683326768925163,X4 x X2
0.09168629140357332,X0
0.05495138487585457,X8 x X1
0.031531288660458845,X5 x X1
0.028336585490476386,X3 x X1
0.02290648463740209,X7 x X1
0.02179381602996108,X6 x X1
0.0067412615371563265,X8 x X2
0.003857604515798245,X2 x X0
0.003755159779579619,X5
0.0034700789906000925,X4 x X0
0.0030876298389316804,X8
0.002713591524957397,X3
0.0021326977253098033,X6 x X2
0.001918445739270653,X6
0.0019157532859780848,X7 x X2
0.0015197562927049136,X8 x X4
0.0014812871761218042,X6 x X0
0.0014234804095196942,X3 x X2
0.0012251951668452233,X5 x X0
0.0011851405931003946,X7
0.001009744684130173,X5 x X2
0.0007685066725830957,X8 x X0
0.0007157504858465388,X3 x X0
0.00044756696318936544,X5 x X4
0.00037959688913064606,X6 x X5
0.00037187092374816276,X7 x X0
0.00032215703735573894,X4 x X3
0.000308571084579526,X8 x X5
0.0002699044421835776,X8 x X3
0.00023482020828928082,X8 x X6
0.00022593720985852704,X6 x X4
0.00020296593208023376,X7 x X4
0.00011141822176664691,X7 x X5
0.0001042802416985704,X6 x X3
0.00010235326342269731,X7 x X3
9.725968134727913e-05,X8 x X7
8.400118806808614e-05,X5 x X3
6.626846892295756e-05,X7 x X6
