52.05512142916456,X1
11.215813906506332,X1 x X0
5.51326142344024,X2 x X1
3.9453168390360442,X0
3.4787547667935446,X4
2.7371511721343196,X2
1.2237649716327477,X8 x X1
1.0604780895471306,X4 x X1
0.5441121080041205,X3 x X1
0.5240295404666553,X7 x X1
0.4213166149888437,X6 x X1
0.39542515828376235,X8 x X0
0.3791737111800595,X5 x X1
0.323331514071306,X4 x X2
0.2839389502802985,X6 x X0
0.2732421324354133,X7 x X0
0.2645039812208648,X3 x X0
0.24315386646942433,X5 x X0
0.17053888843351425,X8
0.11188917282940122,X7
0.10104675249738534,X8 x X2
0.0832925069758249,X2 x X0
0.06663789966573627,X6
0.055764595298414876,X6 x X2
0.05410484522910908,X3
0.05340948622391476,X4 x X0
0.041966450301315086,X5
0.02827827549157364,X7 x X2
0.02420781960938374,X8 x X3
0.020179666229410045,X3 x X2
0.016387543507030478,X8 x X7
0.01603063964652159,X6 x X5
0.015484249977436323,X7 x X6
0.014274836458951145,X8 x X4
0.01408128588835719,X5 x X2
0.012910056312654367,X5 x X3
0.012466111735345356,X8 x X5
0.01235801753632877,X8 x X6
0.01153671351150541,X6 x X3
0.010525522132025794,X7 x X5
0.009531221545570937,X7 x X3
0.003105162982861889,X7 x X4
0.0012515994753374172,X4 x X3
0.0008756741921350372,X5 x X4
0.000695687993305813,X6 x X4
