0,50,10,0,1,0,0,0,1,0.694265548371226
0,28,10,1,1,0,1,1,1,0.700450812564197
0,20,3,0,1,1,0,1,0,0.881101426501689
0,42,3,0,1,1,1,0,0,0.814052817684052
0.487323049897561,48,0,1,0,1,0,1,1,0.823921654191468
0,24,7,0,1,1,1,0,0,0.898213939262054
0.131120173630305,36,0,0,0,0,1,0,1,0.704356316557868
0,11,4,0,1,0,1,0,0,0.782965115463424
0.291896224645665,25,0,1,0,0,0,1,1,0.7147171639796
0,8,8,0,1,0,1,0,0,0.769393855093877
0.351685587835498,30,0,1,0,0,1,0,1,0.709526771917348
0,1,2,0,1,1,0,1,1,0.972095288202226
0,17,3,1,1,0,1,0,1,0.726783870221043
0.0839537715849001,2,0,1,0,1,0,0,0,0.97675616092025
0,9,2,1,1,0,1,1,1,0.783856500320348
0.273014717414742,9,0,0,0,0,0,0,0,0.81845819340852
0.49676827456383,3,0,1,0,1,1,0,0,0.978944392028594
0,10,3,1,1,0,0,0,0,0.798140652862038
0,15,2,1,1,0,1,0,1,0.705322757028032
0.258836824414087,23,0,1,0,0,1,1,1,0.721767622516447
0.241326291491976,35,0,0,0,0,0,0,0,0.704356316557868
0,2,9,0,1,1,0,0,0,0.962808493082267
0.197486689222744,43,0,0,0,0,1,1,1,0.704356316557868
0.00315434741950594,29,0,1,0,1,0,0,0,0.863650855354878
0,26,10,0,1,0,0,1,0,0.704398495125563
0.480660887114704,28,0,0,0,0,1,1,1,0.709754307316493
0,16,6,1,1,0,1,0,1,0.771104161814892
0.040377302790992,46,0,0,0,1,1,1,0,0.816465245902747
0,42,2,0,1,1,1,1,0,0.80042901286222
0.0738134357875679,2,0,1,0,0,0,0,0,0.792383534140262
0,5,8,1,1,0,0,0,0,0.797443893046159
0,23,6,1,1,1,1,0,0,0.84779514939632
0.296082094608108,13,0,1,0,0,1,1,0,0.819124812016017
0,22,9,1,1,1,1,1,0,0.851473559478115
0.432469666849822,19,0,1,0,1,0,1,0,0.901409907368361
0,8,2,0,1,1,0,1,1,0.906754227841085
