0.192398118249839,18,0,0,0,1,1,0,1,0.882600501660904
0,31,5,0,1,0,1,0,1,0.840737577113416
0.403715079684043,21,0,1,0,1,1,1,0,0.872645922310352
0,24,3,1,1,0,1,0,0,0.845384041759881
0.0511711745120119,10,0,0,0,0,0,0,1,0.895608433326554
0.451151998021174,7,0,0,0,1,0,1,0,0.902097484916277
0,37,10,1,1,1,1,0,1,0.831982916412447
0,12,2,1,1,0,0,1,0,0.858833977357467
0.0147452561254613,6,0,0,0,0,0,0,1,0.903119788488916
0.0683236023241188,47,0,1,0,0,0,0,1,0.850903667547963
0.254475582325598,15,0,1,0,0,1,0,0,0.886250423700088
0.10779280186398,25,0,0,0,0,1,1,1,0.869592569995255
0,16,10,1,1,1,0,1,0,0.871402616771744
0,34,4,1,1,1,1,0,1,0.839945766388719
0.412525652380195,1,0,0,0,1,1,1,0,0.919560707748627
0,6,5,0,1,1,1,1,1,0.887466612433055
0,26,9,1,1,0,1,1,1,0.843967188665175
0.255401441759663,4,0,0,0,1,0,1,1,0.913272320520643
0.0829908185668755,43,0,0,0,0,1,1,1,0.853557046979866
0.484870528595755,36,0,1,0,1,0,1,1,0.859214968476713
0,16,8,0,1,0,0,0,1,0.872224255982645
0.315896655060584,27,0,0,0,1,0,1,1,0.866331774117009
0.368737504083198,31,0,1,0,0,1,1,0,0.862894719002102
0,35,9,0,1,0,0,0,1,0.83688427903193
0.242274495142745,45,0,0,0,1,1,0,0,0.852751677852349
0,17,6,0,1,1,0,1,0,0.871403972612026
0,38,10,0,1,0,1,0,1,0.831982916412447
0,30,10,1,1,1,1,1,1,0.839688156735137
0.138938007603167,40,0,1,0,1,1,0,0,0.854573927191377
0,23,6,1,1,1,1,0,1,0.85759745102027
0,25,9,0,1,0,0,1,1,0.844988136397532
0.012820195200853,25,0,0,0,1,1,1,1,0.86919259711206
0.257829638049472,49,0,0,0,0,1,1,1,0.841747678123517
0,50,6,1,1,1,1,0,0,0.820831130092875
0,11,7,0,1,1,0,1,0,0.886023998372992
0,25,5,0,1,0,1,0,0,0.842977425259305
0,21,7,1,1,0,1,0,1,0.862661514473595
0,6,7,1,1,1,1,1,1,0.883386889024473
0,44,8,1,1,0,0,0,0,0.828384516303979
0.495089790296275,7,0,0,0,1,0,1,1,0.902102908277405
0,27,3,1,1,0,1,0,1,0.840130160667073
0.401903056655312,10,0,0,0,0,1,0,1,0.894996949359365
0.220906556077767,8,0,1,0,0,0,0,0,0.900063724493255
0.380546819142299,37,0,0,0,1,0,1,0,0.857600162700834
0.357625110394554,49,0,0,0,0,0,0,0,0.841148396718867
0.0259365371447057,35,0,1,0,0,1,1,1,0.861666327706596
