0.322227596897166,20,0,0,0,0,1,0,0,0.145686281603182
0.277778220814653,4,0,0,0,1,0,0,0,0.143917254762276
0,44,6,0,1,1,0,0,1,0.168970814132104
0.251560380053474,3,0,1,0,0,0,1,0,0.133189161787514
0.286750818476081,50,0,0,0,1,1,1,1,0.181029904754484
0.380464938369812,43,0,0,0,1,1,1,1,0.185576862426442
0,20,6,0,1,1,1,0,0,0.156653439153439
0,29,5,0,1,1,1,1,0,0.174520502645503
0.457964872266864,29,0,1,0,0,1,1,0,0.162290757622981
0,7,3,1,1,0,1,1,0,0.15746954239854
0,16,8,1,1,0,1,0,1,0.159290194572453
0,40,7,0,1,1,0,0,1,0.166666666666667
0,12,3,0,1,1,1,0,0,0.187860023041475
0,30,2,1,1,1,0,0,1,0.171947004608295
0,29,10,0,1,1,1,0,0,0.174107142857143
0.0809497134082485,35,0,1,0,1,0,0,0,0.174831710968632
0,4,2,1,1,0,0,1,0,0.159711179196628
0,37,10,1,1,1,0,1,0,0.169642857142857
0.415951556518441,14,0,1,0,1,1,1,1,0.156204765800663
0,2,9,0,1,0,0,1,0,0.151941188583895
0,28,2,0,1,0,1,1,1,0.165944700460829
0.250182122496655,26,0,1,0,0,0,0,1,0.154882283480635
0,16,10,1,1,1,0,0,0,0.165178571428571
0.289606314914534,8,0,0,0,1,0,1,1,0.128539690888043
0,20,8,1,1,1,0,1,1,0.159415535927633
0,33,7,0,1,1,0,1,0,0.159498207885305
0,13,8,1,1,1,0,0,0,0.168906810035842
0,46,9,0,1,0,1,0,1,0.166666666666667
0.411030089312233,14,0,1,0,0,0,1,1,0.14161594110139
0,26,9,1,1,0,0,0,1,0.156473318640219
0,11,9,0,1,0,0,0,1,0.14675685678666
0,39,2,0,1,0,1,0,0,0.169642857142857
0.44654367922619,48,0,0,0,0,0,0,1,0.172703690717365
0.0972763721891679,22,0,1,0,1,1,0,0,0.175155093983986
0,8,2,0,1,1,1,1,1,0.174467165898617
0.0343368587756995,38,0,1,0,1,0,0,0,0.168650793650794
0,18,8,0,1,0,0,1,0,0.159290194572453
0.260255179569358,31,0,1,0,0,1,0,1,0.162290757622981
