-2,3,0,17,2,1,0.285912698412698
-4,2,1,7,1,0,0.307572751322751
-3,6,3,5,1,0,0.3125
-2,1,1,27,1,1,0.295667989417989
-1,3,4,29,2,0,0.307903439153439
-4,4,5,20,0,1,0.221990740740741
-1,5,2,8,0,1,0.249867724867725
-1,5,3,15,2,0,0.249867724867725
-3,5,5,28,0,0,0.221990740740741
-3,1,5,30,1,1,0.221990740740741
-3,2,3,21,0,0,0.31712962962963
-2,6,1,3,1,0,0.3125
-2,3,2,19,0,0,0.286177248677249
-4,6,6,29,0,1,0.25
-4,2,0,22,1,1,0.291865079365079
-2,3,1,14,2,1,0.276653439153439
-2,1,0,21,0,0,0.271626984126984
-3,6,4,8,0,1,0.349702380952381
-1,1,0,20,1,1,0.249867724867725
-1,5,1,1,0,1,0.3125
-2,2,4,24,0,0,0.290046296296296
-4,3,0,15,1,1,0.285912698412698
-4,2,4,20,1,1,0.290046296296296
-2,5,2,14,2,1,0.260284391534392
-4,6,5,29,2,1,0.221990740740741
-2,6,2,19,2,1,0.3125
-3,2,5,17,0,1,0.221990740740741
-3,5,2,5,0,0,0.260284391534392
-3,2,4,2,2,1,0.290046296296296
-1,2,1,19,2,0,0.249867724867725
-3,1,4,17,2,1,0.290046296296296
-3,4,4,25,1,1,0.290046296296296
-2,6,5,11,2,0,0.221990740740741
-4,2,6,11,0,0,0.25
-1,4,3,23,1,0,0.249867724867725
-4,5,4,2,1,0,0.290046296296296
-1,1,2,28,0,0,0.249867724867725
-3,6,4,7,1,1,0.349702380952381
-3,4,3,27,0,1,0.31712962962963
-2,3,2,11,0,0,0.286177248677249
-4,5,4,21,0,1,0.290046296296296
-4,4,2,23,2,0,0.303439153439153
-4,1,1,5,1,0,0.279001322751323
-3,6,1,30,2,1,0.3125
-1,6,1,18,0,0,0.3125
-4,5,1,1,2,1,0.3125
-2,1,4,21,0,0,0.290046296296296
-2,1,4,22,0,1,0.290046296296296
-3,1,0,8,1,0,0.271626984126984
-2,5,2,15,1,1,0.260284391534392
-4,4,2,5,2,1,0.303439153439153
-2,3,0,6,2,0,0.29781746031746
-4,6,5,24,1,1,0.221990740740741
-3,5,3,18,0,1,0.260284391534392
-3,6,2,28,2,0,0.3125
-1,5,5,29,1,1,0.230324074074074
-2,6,3,18,2,1,0.3125
-1,5,6,11,0,1,0.25
-2,2,6,26,1,0,0.25
-4,3,2,15,1,0,0.286177248677249
-2,6,5,7,1,0,0.221990740740741
-3,6,4,3,0,1,0.349702380952381
-2,3,2,30,0,0,0.286177248677249
-2,5,3,5,2,1,0.260284391534392
-4,5,0,3,0,1,0.260284391534392
-3,6,3,28,0,0,0.3125
-2,4,4,17,0,1,0.290046296296296
-3,1,1,29,1,0,0.295667989417989
-3,6,5,25,1,1,0.221990740740741
-2,5,2,8,1,0,0.260284391534392
-2,3,4,11,1,1,0.290046296296296
-4,6,0,7,0,0,0.3125
-1,3,3,18,0,1,0.249867724867725
-4,2,6,14,1,1,0.25
-2,2,1,29,1,0,0.295667989417989
-2,3,3,24,2,0,0.31712962962963
-2,5,5,30,0,1,0.221990740740741
-4,2,4,20,1,1,0.290046296296296
-2,5,1,18,1,1,0.260284391534392
-2,2,5,27,2,1,0.221990740740741
-3,2,6,5,0,0,0.25
-3,1,3,26,0,1,0.31712962962963
-3,1,3,5,1,1,0.31712962962963
-4,1,5,30,1,0,0.221990740740741
-3,2,3,26,0,0,0.31712962962963
-2,2,5,10,1,0,0.221990740740741
-2,2,4,8,1,0,0.290046296296296
-3,1,1,24,0,1,0.295667989417989
-1,1,5,4,0,1,0.230324074074074
-3,6,0,29,1,0,0.3125
-3,6,5,1,2,1,0.221990740740741
-3,2,4,1,2,0,0.349702380952381
-2,1,5,26,2,1,0.221990740740741
-3,2,3,17,1,1,0.31712962962963
-4,5,1,28,2,1,0.260284391534392
-1,3,0,22,1,0,0.249867724867725
-4,4,6,13,1,0,0.25
-2,3,3,21,0,0,0.31712962962963
-1,6,4,11,2,0,0.349702380952381
-4,4,2,25,1,1,0.303439153439153
-4,6,0,29,1,1,0.3125
-3,1,0,24,2,1,0.271626984126984
-4,5,2,29,0,0,0.260284391534392
-1,3,6,9,2,0,0.25
-4,3,0,27,0,1,0.285912698412698
-4,1,3,7,1,0,0.31712962962963
-1,3,2,11,1,1,0.249867724867725
-3,1,3,7,1,1,0.31712962962963
-2,4,6,30,2,1,0.25
-1,1,0,7,0,0,0.249867724867725
-3,5,2,18,0,0,0.260284391534392
-3,2,0,21,2,0,0.291865079365079
-4,4,1,19,2,1,0.314451058201058
-4,1,6,7,1,1,0.25
-3,3,0,15,2,0,0.285912698412698
-4,2,0,18,2,1,0.291865079365079
