53.17460096542768,X0
11.479137093618052,X3
2.2170942507376203,X2 x X1
2.127466870928936,X3 x X0
2.0868677629395553,X3 x X2
1.5821674892900592,X3 x X1
1.1820873636534577,X1
1.1396118198069676,X2
0.4355078317337825,X2 x X0
0.42924649574891294,X4 x X2
0.3343190719929752,X1 x X0
0.3093724980954789,X4 x X3
0.18703964811846974,X4 x X1
0.16796022789434045,X5 x X3
0.14434044506426288,X5 x X2
0.10206072185622894,X4
0.06525979069336393,X5 x X1
0.05054265809474118,X4 x X0
0.029051277909605218,X5
0.01980060225770134,X5 x X0
0.015222256590308514,X5 x X4
