72.08904486332325,X2
20.532753989686526,X1
6.829847773354313,X2 x X1
0.31314419109432495,X1 x X0
0.03893419837307406,X0
0.01437303023326146,X2 x X0
0.0037419106859123905,X3 x X2
0.0024366142686621816,X3 x X1
0.002074251209493498,X4 x X1
0.0019057540535031019,X3 x X0
0.001459520879465016,X3
0.0006294446721721561,X4 x X3
0.0005709733575238683,X5 x X2
0.00036457534255912745,X5 x X3
0.0003283167916282171,X4 x X2
0.00017265734915505157,X5 x X0
0.00015254353867744634,X4 x X0
0.00012498693306086097,X4
0.00011037566532397134,X5 x X4
0.00010673928025931644,X5 x X1
7.725371519573044e-05,X5
