37.01421927950043,X0
19.843559313082263,X2
16.47140723326912,X1
7.019154778165408,X3
5.633890878244037,X2 x X1
4.025593951304967,X2 x X0
2.753782330774711,X1 x X0
1.736817722119773,X3 x X2
1.2641055674898247,X3 x X1
1.160787047577839,X3 x X0
0.014575550088583751,X4 x X3
0.008812149207150618,X5 x X3
0.008103183371745858,X4 x X2
0.007582089039383715,X4 x X1
0.0036868032129982733,X5 x X2
0.0030517452751615557,X4
0.0029766469701900775,X5 x X1
0.002481979101287618,X4 x X0
0.0010154454085586054,X5
0.0008925902509268074,X5 x X0
0.0004271264157613773,X5 x X4
