74.31106379176646,X0
11.46828424605821,X3
6.875129027225653,X3 x X0
1.086177129537493,X2 x X0
0.972624993608118,X2
0.48490759629813496,X3 x X2
0.2874986151447432,X1 x X0
0.23039503579950774,X3 x X1
0.1908695262640083,X2 x X1
0.10853892599443925,X1
0.07269308672919315,X4 x X3
0.05892429921807783,X4 x X2
0.05161633202638868,X4 x X0
0.041383331483979637,X5 x X3
0.027757410942479632,X5 x X0
0.026321928970037975,X5 x X2
0.021197770405000912,X4 x X1
0.01754349707426558,X4
0.013922358107838703,X5
0.013112621328851973,X5 x X1
0.0029202532691585976,X5 x X4
